id,name,aliases,languages,category,subcategory,kind,maturity,status,first_release,license,organization,repository,website,summary_ja,problem_ja,tags,verification_level
fluent,Fluent,,Swift,data-model,Swift ORM,framework-adjacent,standard,active,2016,MIT,,https://github.com/vapor/fluent-kit,https://docs.vapor.codes/fluent/overview/,Vapor ecosystem の async ORM。,Swift model と multiple database driver を統一する。,data-model|swift,catalog-reviewed
gorm,GORM,,Go,data-model,ORM,framework-adjacent,standard,active,2013,MIT,,https://github.com/go-gorm/gorm,https://gorm.io/,association、migration、hook を持つ Go ORM。,database/sql boilerplate を減らし model-centric data access を提供する。,data-model|go,catalog-reviewed
hibernate-orm,Hibernate ORM,Hibernate,Java|Kotlin,data-model,Data Mapper ORM / JPA implementation,data-framework,deep,active,2001,LGPL-2.1-or-later,Red Hat / community,https://github.com/hibernate/hibernate-orm,https://hibernate.org/orm/,Java object graph と relational database を mapping し、unit of work、lazy loading、query language、cache、transaction integration を提供する ORM。,enterprise Java で JDBC boilerplate と object-relational impedance mismatch を減らし、domain object graph と transaction を扱う。,orm|jpa|java|unit-of-work,official-reviewed
peewee,Peewee,,Python,data-model,small ORM,framework-adjacent,standard,active,2010,MIT,,https://github.com/coleifer/peewee,https://docs.peewee-orm.com/,小さく表現力の高い Python ORM。,script と中小 application に lightweight Active Record-like API を提供する。,data-model|python,catalog-reviewed
prisma-orm,Prisma ORM,Prisma,TypeScript|JavaScript,data-model,schema-first typed ORM,data-framework,deep,active,2020,Apache-2.0,Prisma Data,https://github.com/prisma/prisma,https://www.prisma.io/docs/orm,専用 schema から type-safe client と migration を生成し、TypeScript application と relational/document database の contract を揃える ORM。,JavaScript ORM の runtime magic と弱い型、manual model duplication を減らし、schema と generated client を single source にする。,typescript|orm|schema-first|codegen,official-reviewed
pydantic,Pydantic,,Python,data-model,data validation framework,framework-adjacent,standard,active,2017,MIT,,https://github.com/pydantic/pydantic,https://docs.pydantic.dev/,type hints に基づく validation、serialization、schema framework。,untrusted data と typed Python model の境界を自動化する。,data-model|python,catalog-reviewed
rails-active-record,Rails Active Record,ActiveRecord,Ruby,data-model,Active Record ORM,data-framework,deep,active,2004,MIT,Rails Foundation / community,https://github.com/rails/rails/tree/main/activerecord,https://guides.rubyonrails.org/active_record_basics.html,database table と Ruby class、row と object を対応させ、query、association、validation、callback、migration を統合する Rails の ORM。,SQL と object model の往復、CRUD、relation、schema migration の反復 code を削減する。,orm|active-record|ruby|migration,official-reviewed
rom-rb,ROM-rb,,Ruby,data-model,data mapping toolkit,framework-adjacent,standard,active,2013,MIT,,https://github.com/rom-rb/rom,https://rom-rb.org/,relation、command、mapper を分離する Ruby data toolkit。,domain と persistence を Active Record より厳密に分離する。,data-model|ruby,catalog-reviewed
seaorm,SeaORM,,Rust,data-model,async ORM,framework-adjacent,standard,active,2021,MIT OR Apache-2.0,,https://github.com/SeaQL/sea-orm,https://www.sea-ql.org/SeaORM/,async dynamic query と Active Model を持つ Rust ORM。,async Web service で ergonomic relational data access を提供する。,data-model|rust,catalog-reviewed
sequel,Sequel,,Ruby,data-model,database toolkit,framework-adjacent,standard,active,2007,MIT,,https://github.com/jeremyevans/sequel,https://sequel.jeremyevans.net/,SQL-first dataset API と ORM を持つ Ruby database toolkit。,Active Record より明示的・柔軟に SQL と mapping を扱う。,data-model|ruby,catalog-reviewed
spring-data-jpa,Spring Data JPA,,Java|Kotlin,data-model,repository abstraction for JPA,data-framework,deep,active,2011,Apache-2.0,Spring / Broadcom,https://github.com/spring-projects/spring-data-jpa,https://spring.io/projects/spring-data-jpa,JPA EntityManager の上に Repository interface、query derivation、pagination、auditing、specification を追加する Spring data access framework。,aggregate ごとに繰り返す DAO CRUD と query implementation を減らし、Spring application の data access 規約を揃える。,spring|jpa|repository|orm,official-reviewed
sqlalchemy,SQLAlchemy,,Python,data-model,SQL toolkit and ORM,data-framework,deep,active,2006,MIT,SQLAlchemy project,https://github.com/sqlalchemy/sqlalchemy,https://www.sqlalchemy.org/,SQL expression language と Data Mapper ORM を分離しつつ統合し、Python から relational database を明示的かつ柔軟に扱う toolkit。,単純 Active Record では表しにくい SQL と domain mapping を、SQL の能力を失わず object model と unit of work に接続する。,python|orm|data-mapper|sql,official-reviewed
sqlc,sqlc,,Go,data-model,SQL code generator,framework-adjacent,standard,active,2019,MIT,,https://github.com/sqlc-dev/sqlc,https://sqlc.dev/,手書き SQL から type-safe Go code を生成する。,ORM abstraction を避けつつ query boilerplate と型 mismatch を減らす。,data-model|go,catalog-reviewed
sqlmodel,SQLModel,,Python,data-model,typed ORM models,framework-adjacent,standard,active,2021,MIT,,https://github.com/fastapi/sqlmodel,https://sqlmodel.tiangolo.com/,Pydantic と SQLAlchemy を統合する typed model library。,API schema と DB model の重複を減らす。,data-model|python,catalog-reviewed
sqlx,SQLx,,Rust,data-model,async SQL toolkit,framework-adjacent,standard,active,2019,MIT OR Apache-2.0,,https://github.com/launchbadge/sqlx,https://github.com/launchbadge/sqlx,手書き SQL の compile-time check を持つ async toolkit。,ORM を使わず SQL と Rust type safety を両立する。,data-model|rust,catalog-reviewed
tortoise-orm,Tortoise ORM,,Python,data-model,async ORM,framework-adjacent,standard,active,2018,Apache-2.0,,https://github.com/tortoise/tortoise-orm,https://tortoise.github.io/,Django-like API の asyncio ORM。,async Python service で familiar な model/query API を使う。,data-model|python,catalog-reviewed
celery,Celery,,Python,distributed-framework,distributed task queue,framework,standard,active,2009,BSD-3-Clause,,https://github.com/celery/celery,https://docs.celeryq.dev/,broker-based distributed task framework。,Web request 外の background job、retry、schedule を実行する。,distributed-framework|python,catalog-reviewed
erlang-otp,Erlang/OTP,,Erlang|Elixir,distributed-framework,concurrent fault-tolerant platform,framework,standard,active,1986,Apache-2.0,,https://github.com/erlang/otp,https://www.erlang.org/,process、supervision、application、distribution の framework/runtime。,long-running concurrent system の failure recovery と upgrade を構造化する。,distributed-framework|erlang|elixir,catalog-reviewed
go-zero,go-zero,,Go,distributed-framework,microservices framework,framework,standard,active,2020,MIT,,https://github.com/zeromicro/go-zero,https://go-zero.dev/,code generation、RPC、resilience を含む Go microservices framework。,large-scale service の API/RPC、circuit breaking、observability を標準化する。,distributed-framework|go,catalog-reviewed
kratos,Kratos,,Go,distributed-framework,microservices framework,framework,standard,active,2019,MIT,,https://github.com/go-kratos/kratos,https://go-kratos.dev/,transport、registry、config、middleware を分離した Go microservices framework。,cloud-native service の reusable architecture を提供する。,distributed-framework|go,catalog-reviewed
lura,Lura,,Go,distributed-framework,API gateway framework,framework,seed,unknown,,unknown,,https://github.com/luraproject/lura,https://luraproject.org/,middleware-driven API gateway framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,distributed-framework|core-framework,seed-unverified
orleans,Orleans,,C#,distributed-framework,virtual actor framework,framework,standard,active,2011,MIT,,https://github.com/dotnet/orleans,https://learn.microsoft.com/dotnet/orleans/,virtual actor abstraction による distributed application framework。,actor placement、activation、persistence、failure handling を runtime に委ねる。,distributed-framework|c#,catalog-reviewed
ray,Ray,,Python|C++,distributed-framework,distributed computing framework,framework,standard,active,2017,Apache-2.0,,https://github.com/ray-project/ray,https://www.ray.io/,task、actor、object store と ML libraries の distributed framework。,Python workload を cluster に拡張する。,distributed-framework|python|c++,catalog-reviewed
nerves,Nerves,,Elixir,embedded-framework,embedded Linux framework,framework,standard,active,2016,Apache-2.0,,https://github.com/nerves-project/nerves,https://nerves-project.org/,BEAM application を embedded Linux firmware として構築する platform。,fault-tolerant Elixir software を IoT device に安全に配布する。,embedded-framework|elixir,catalog-reviewed
alpine-js,Alpine.js,,JavaScript,frontend-framework,HTML-first reactive framework,framework,standard,active,2019,MIT,,https://github.com/alpinejs/alpine,https://alpinejs.dev/,HTML attribute に behavior/state を追加する小型 framework。,server-rendered HTML に少量の interactivity を加える。,frontend-framework|javascript,catalog-reviewed
angular,Angular,,TypeScript,frontend-framework,full client application framework,framework,deep,active,2016,MIT,Google / community,https://github.com/angular/angular,https://angular.dev/,component、template、routing、forms、HTTP、DI、build tooling を統合した TypeScript の full client application framework。,大規模フロントエンドで architecture、dependency management、routing、forms、test/build の組織標準を一式提供する。,typescript|di|signals|rxjs|enterprise,official-reviewed
angularjs,AngularJS,,JavaScript,frontend-framework,legacy MVVM framework,framework,standard,end-of-life,2010,MIT,,https://github.com/angular/angular.js,https://code.angularjs.org/,two-way binding、directive、DI の初期 SPA framework。,DOM manipulation と model synchronization を declarative にする。,frontend-framework|lineage,catalog-reviewed
apache-wicket,Apache Wicket,,Java,frontend-framework,component server web framework,framework,standard,active,2004,Apache-2.0,,https://github.com/apache/wicket,https://wicket.apache.org/,stateful component tree と HTML template を使う Java Web framework。,server-side component model で type-safe UI を構築する。,frontend-framework|java,catalog-reviewed
aurelia,Aurelia,,TypeScript|JavaScript,frontend-framework,standards-oriented client framework,framework,standard,active,2015,MIT,,https://github.com/aurelia/aurelia,https://aurelia.io/,convention、binding、DI、router を持つ standards-oriented framework。,plain JS/TS class と Web standards に近い SPA architecture を提供する。,frontend-framework|typescript|javascript,catalog-reviewed
backbone-js,Backbone.js,,JavaScript,frontend-framework,legacy MVC library,framework,standard,maintenance,2010,MIT,,https://github.com/jashkenas/backbone,https://backbonejs.org/,Model、Collection、View、Router を小さく提供する SPA 初期 library。,jQuery-era client application の structure を作る。,frontend-framework|javascript,catalog-reviewed
blazor,Blazor,,C#,frontend-framework,.NET web UI framework,framework,standard,active,2018,MIT,,https://github.com/dotnet/aspnetcore,https://dotnet.microsoft.com/apps/aspnet/web-apps/blazor,C# component を server、WebAssembly、hybrid で実行する Web UI framework。,.NET team が JavaScript を最小化して full-stack UI を共有する。,frontend-framework|c#,catalog-reviewed
bonsai,Bonsai,,OCaml,frontend-framework,incremental UI framework,framework,standard,active,2020,Apache-2.0,,https://github.com/janestreet/bonsai,https://bonsai.red/,Incremental computation を使う OCaml Web UI framework。,large UI の dependency graph と state lifecycle を typed incremental model で管理する。,frontend-framework|ocaml,catalog-reviewed
cycle-js,Cycle.js,,JavaScript|TypeScript,frontend-framework,reactive functional framework,framework,standard,active,2015,MIT,,https://github.com/cyclejs/cyclejs,https://cycle.js.org/,application を source/sink の reactive dataflow として表す framework。,UI と side effect を explicit stream graph にする。,frontend-framework|javascript|typescript,catalog-reviewed
elm,Elm,,Elm,frontend-framework,functional language and UI architecture,framework,standard,active,2012,BSD-3-Clause,,https://github.com/elm/compiler,https://elm-lang.org/,pure functional language、virtual DOM、The Elm Architecture の Web UI platform。,runtime exception と uncontrolled state mutation を型と architecture で減らす。,frontend-framework|elm,catalog-reviewed
ember-js,Ember.js,,JavaScript|TypeScript,frontend-framework,convention client framework,framework,standard,active,2011,MIT,,https://github.com/emberjs/ember.js,https://emberjs.com/,router、data、CLI、convention を統合した long-lived SPA framework。,large client application の upgrade path と規約を一体化する。,frontend-framework|javascript|typescript,catalog-reviewed
fulcro,Fulcro,,ClojureScript|Clojure,frontend-framework,full-stack data-driven UI,framework,standard,active,2016,MIT,,https://github.com/fulcro-community/fulcro,https://fulcro-community.github.io/,normalized graph database と query-driven UI の full-stack framework。,client/server data graph と component requirement を統合する。,frontend-framework|clojurescript|clojure,catalog-reviewed
hotwire,Hotwire,,JavaScript|Ruby,frontend-framework,HTML over the wire stack,framework,standard,active,2020,MIT,,https://github.com/hotwired,https://hotwired.dev/,Turbo と Stimulus による server-driven Web stack。,SPA JavaScript を減らし HTML response で fast interaction を実現する。,frontend-framework|lineage,catalog-reviewed
hyperapp,Hyperapp,,JavaScript,frontend-framework,minimal functional UI framework,framework,standard,active,2017,MIT,,https://github.com/jorgebucaran/hyperapp,https://github.com/jorgebucaran/hyperapp,state/action/view の小型 functional UI framework。,Elm-like architecture を極小 JavaScript runtime で提供する。,frontend-framework|javascript,catalog-reviewed
karax,Karax,,Nim,frontend-framework,Nim SPA framework,framework,seed,unknown,,unknown,,https://github.com/karaxnim/karax,https://github.com/karaxnim/karax,Nim virtual DOM Web UI framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,frontend-framework|core-framework,seed-unverified
knockout,Knockout,,JavaScript,frontend-framework,MVVM data-binding library,framework,standard,maintenance,2010,MIT,,https://github.com/knockout/knockout,https://knockoutjs.com/,observable と declarative binding の MVVM library。,DOM と view model の同期を自動化する。,frontend-framework|javascript,catalog-reviewed
leptos,Leptos,,Rust,frontend-framework,full-stack reactive Web framework,framework,standard,active,2022,MIT,,https://github.com/leptos-rs/leptos,https://leptos.dev/,fine-grained reactivity、SSR、server functions の Rust/WASM framework。,Rust の型を client/server Web application で共有する。,frontend-framework|rust,catalog-reviewed
mithril,Mithril,,JavaScript,frontend-framework,small SPA framework,framework,standard,active,2014,MIT,,https://github.com/MithrilJS/mithril.js,https://mithril.js.org/,Virtual DOM、routing、XHR を小型 package に統合する。,依存を抑えた complete SPA core を提供する。,frontend-framework|javascript,catalog-reviewed
phoenix-liveview,Phoenix LiveView,,Elixir,frontend-framework,server-driven reactive UI,framework,standard,active,2019,MIT,,https://github.com/phoenixframework/phoenix_live_view,https://hexdocs.pm/phoenix_live_view/,server process が state と HTML diff を管理する interactive UI framework。,large client SPA を書かず real-time interaction を構築する。,frontend-framework|elixir,catalog-reviewed
qwik,Qwik,,TypeScript,frontend-framework,resumable UI framework,framework,standard,active,2021,MIT,,https://github.com/QwikDev/qwik,https://qwik.dev/,serialization と lazy execution による resumability を中心にした UI framework。,hydration cost と初期 JavaScript 実行を遅延する。,frontend-framework|typescript,catalog-reviewed
re-frame,re-frame,,ClojureScript,frontend-framework,reactive application framework,framework,standard,active,2015,MIT,,https://github.com/day8/re-frame,https://day8.github.io/re-frame/,Reagent/React 上の event/subscription/effect architecture。,large client state を unidirectional dataflow と pure functions に分ける。,frontend-framework|clojurescript,catalog-reviewed
reflex,Reflex,,Haskell,frontend-framework,functional reactive UI,framework,standard,active,2014,BSD-3-Clause,,https://github.com/reflex-frp/reflex,https://reflex-frp.org/,Functional Reactive Programming graph で UI/events を表す。,time-varying values と events を declarative に compose する。,frontend-framework|haskell,catalog-reviewed
riot-js,Riot.js,,JavaScript,frontend-framework,custom component framework,framework,standard,active,2013,MIT,,https://github.com/riot/riot,https://riot.js.org/,小さな custom component と compiler を持つ UI framework。,HTML-like single-file component を軽量に提供する。,frontend-framework|javascript,catalog-reviewed
solidjs,SolidJS,,TypeScript|JavaScript,frontend-framework,fine-grained reactive UI,framework,standard,active,2018,MIT,,https://github.com/solidjs/solid,https://www.solidjs.com/,Virtual DOM を使わず fine-grained signal graph で更新する JSX framework。,React-like authoring と局所的更新 performance を両立する。,frontend-framework|typescript|javascript,catalog-reviewed
stimulus,Stimulus,,JavaScript,frontend-framework,HTML behavior framework,framework,standard,active,2018,MIT,,https://github.com/hotwired/stimulus,https://stimulus.hotwired.dev/,server-rendered HTML に controller behavior を接続する modest framework。,SPA 化せず HTML を保ちながら interaction を追加する。,frontend-framework|javascript,catalog-reviewed
svelte,Svelte,,JavaScript|TypeScript,frontend-framework,compiler-first UI framework,framework,deep,active,2016,MIT,Svelte team / Vercel,https://github.com/sveltejs/svelte,https://svelte.dev/,component を build 時に命令的 DOM 更新コードへ変換し、runtime abstraction を小さくする compiler-first UI framework。,Virtual DOM runtime と framework ceremony を減らし、HTML/CSS/JavaScript に近い記述から効率的な更新コードを生成する。,compiler|reactivity|components|runes,official-reviewed
sycamore,Sycamore,,Rust,frontend-framework,fine-grained Rust WASM UI,framework,standard,active,2021,MIT OR Apache-2.0,,https://github.com/sycamore-rs/sycamore,https://sycamore.dev/,signal-based fine-grained reactivity の Rust Web framework。,Virtual DOM なしで Rust/WASM UI を更新する。,frontend-framework|rust,catalog-reviewed
turbo,Turbo,,TypeScript|JavaScript,frontend-framework,HTML navigation/update framework,framework,standard,active,2020,MIT,,https://github.com/hotwired/turbo,https://turbo.hotwired.dev/,navigation、frame、stream を HTML response として扱う。,full page reload と SPA complexity の間を埋める。,frontend-framework|lineage,catalog-reviewed
vaadin,Vaadin,,Java|TypeScript,frontend-framework,server-driven web UI,framework,standard,active,2002,Apache-2.0,,https://github.com/vaadin/platform,https://vaadin.com/,Java component と Web Components を統合した business application UI platform。,Java team が browser UI を end-to-end 構築する。,frontend-framework|java|typescript,catalog-reviewed
vue,Vue,Vue.js,JavaScript|TypeScript,frontend-framework,progressive UI framework,framework,deep,active,2014,MIT,Vue core team / community,https://github.com/vuejs/core,https://vuejs.org/,標準 HTML/CSS/JavaScript に近い template、reactivity、component を持ち、library から full framework まで段階的に採用できる UI framework。,AngularJS の統合性と React の component 指向の間で、導入しやすく、反応性を明示しやすい UI 開発体験を提供する。,reactivity|sfc|composition-api|progressive|compiler,official-reviewed
yew,Yew,,Rust,frontend-framework,Rust WebAssembly UI framework,framework,standard,active,2017,MIT OR Apache-2.0,,https://github.com/yewstack/yew,https://yew.rs/,component と virtual DOM を持つ Rust/WASM UI framework。,Rust で browser SPA を構築する。,frontend-framework|rust,catalog-reviewed
htmx,HTMX,,JavaScript,frontend-library,HTML over the wire library,framework,standard,active,2020,BSD-2-Clause,,https://github.com/bigskysoftware/htmx,https://htmx.org/,HTML attribute から HTTP request と DOM swap を行う library。,custom JavaScript/SPA state を減らし server-generated HTML で interaction を作る。,frontend-library|javascript,catalog-reviewed
lit,Lit,,TypeScript|JavaScript,frontend-library,Web Components framework,framework,standard,active,2018,BSD-3-Clause,,https://github.com/lit/lit,https://lit.dev/,標準 Custom Elements 上の小型 reactive component library。,framework-independent な reusable Web Component を効率的に作る。,frontend-library|typescript|javascript,catalog-reviewed
preact,Preact,,JavaScript|TypeScript,frontend-library,small React-like UI library,framework,standard,active,2015,MIT,,https://github.com/preactjs/preact,https://preactjs.com/,React-compatible API に近い小型 UI library。,component model を小さい bundle で提供する。,frontend-library|javascript|typescript,catalog-reviewed
react,React,,JavaScript|TypeScript,frontend-library,component UI library,library,deep,active,2013,MIT,React Foundation / community,https://github.com/facebook/react,https://react.dev/,component と declarative rendering で Web と native UI を構築するライブラリ。routing や data layer は別選択に残す。,大規模 UI で DOM 更新手順を直接管理せず、状態から画面を再計算し、独立した component を組み合わせられるようにする。,components|hooks|virtual-dom|server-components|ui,official-reviewed
babylon-js,Babylon.js,,TypeScript,game,Web 3D engine,framework,standard,active,2013,Apache-2.0,,https://github.com/BabylonJS/Babylon.js,https://www.babylonjs.com/,WebGL/WebGPU の 3D engine/framework。,browser 3D、game、visualization の rendering/scene/tooling を提供する。,game|typescript,catalog-reviewed
bevy,Bevy,,Rust,game,data-driven game engine,framework,standard,active,2020,MIT OR Apache-2.0,,https://github.com/bevyengine/bevy,https://bevyengine.org/,ECS と plugin を中心にした Rust game engine。,modular、data-oriented、safe な game/application engine を作る。,game|rust,catalog-reviewed
cocos2d-x,Cocos2d-x,,C++,game,2D game engine,framework,standard,active,2010,MIT,,https://github.com/cocos2d/cocos2d-x,https://www.cocos.com/en/cocos2d-x,cross-platform 2D game engine。,mobile/desktop game の scene、render、input、asset を統合する。,game|c++,catalog-reviewed
defold,Defold,,Lua|C++,game,game engine,framework,standard,active,2016,Defold license,,https://github.com/defold/defold,https://defold.com/,component、collection、editor、small runtime の game engine。,mobile/Web/desktop game を lightweight pipeline で制作する。,game|lua|c++,catalog-reviewed
ebitengine,Ebitengine,,Go,game,2D game engine/framework,framework,standard,active,2013,Apache-2.0,,https://github.com/hajimehoshi/ebiten,https://ebitengine.org/,Go の simple 2D game engine。,cross-platform loop、graphics、input、audio を Go API で提供する。,game|go,catalog-reviewed
flame,Flame,,Dart,game,Flutter game engine,framework,standard,active,2018,MIT,,https://github.com/flame-engine/flame,https://flame-engine.org/,Flutter 上の game loop、component、collision、input framework。,Flutter/Dart で 2D game を構築する。,game|dart,catalog-reviewed
godot,Godot,,C++|GDScript|C#,game,game engine,framework,standard,active,2014,MIT,,https://github.com/godotengine/godot,https://godotengine.org/,scene/node model、editor、2D/3D、scripting の open-source game engine。,game production の runtime、editor、asset pipeline を統合する。,game|c++|gdscript|c#,catalog-reviewed
libgdx,libGDX,,Java,game,cross-platform game framework,framework,standard,active,2009,Apache-2.0,,https://github.com/libgdx/libgdx,https://libgdx.com/,Java の 2D/3D cross-platform game framework。,desktop/mobile/Web game の low-level engine component を共有する。,game|java,catalog-reviewed
l-ve,LÖVE,,Lua,game,2D game framework,framework,standard,active,2008,Zlib,,https://github.com/love2d/love,https://love2d.org/,Lua の simple 2D game loop/framework。,少ない ceremony で cross-platform 2D game を作る。,game|lua,catalog-reviewed
mach,Mach,,Zig,game,game engine and graphics toolkit,framework,seed,unknown,,unknown,,https://github.com/hexops/mach,https://machengine.org/,Zig の modular game/graphics engine。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,game|candidate,seed-unverified
macroquad,Macroquad,,Rust,game,simple game framework,framework,standard,active,2020,MIT OR Apache-2.0,,https://github.com/not-fl3/macroquad,https://macroquad.rs/,single API で 2D game loop、graphics、input を提供する Rust framework。,小さな cross-platform game/prototype を簡単に作る。,game|rust,catalog-reviewed
monogame,MonoGame,,C#,game,game framework,framework,standard,active,2009,Microsoft Public License,,https://github.com/MonoGame/MonoGame,https://monogame.net/,Microsoft XNA API lineage の cross-platform C# game framework。,explicit game loop と content pipeline を modern platform で維持する。,game|c#,catalog-reviewed
phaser,Phaser,,TypeScript|JavaScript,game,HTML5 game framework,framework,standard,active,2013,MIT,,https://github.com/phaserjs/phaser,https://phaser.io/,Canvas/WebGL の 2D browser game framework。,Web game loop、physics、input、asset を統合する。,game|typescript|javascript,catalog-reviewed
solar2d,Solar2D,,Lua,game,cross-platform game framework,framework,seed,unknown,,unknown,,https://github.com/coronalabs/corona,https://solar2d.com/,Lua の mobile/desktop 2D application framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,game|core-framework,seed-unverified
three-js,Three.js,,JavaScript,game,Web 3D rendering library,framework,standard,active,2010,MIT,,https://github.com/mrdoob/three.js,https://threejs.org/,WebGL/WebGPU abstraction と scene graph の 3D library。,raw graphics API を扱わず browser 3D を構築する。,game|javascript,catalog-reviewed
unity,Unity,,C#,game,game engine,framework,standard,active,2005,proprietary,,,https://unity.com/,component GameObject、editor、cross-platform runtime の game engine。,2D/3D application を多 platform に制作・配布する。,game|c#,catalog-reviewed
unreal-engine,Unreal Engine,,C++|Blueprint,game,game engine,framework,standard,active,1998,proprietary source-available,,,https://www.unrealengine.com/,high-end 3D rendering、editor、network、physics、Blueprint の engine。,AAA game/visualization の production platform を提供する。,game|c++|blueprint,catalog-reviewed
analog,Analog,,TypeScript,meta-framework,Angular meta-framework,framework,standard,active,2023,MIT,,https://github.com/analogjs/analog,https://analogjs.org/,Vite/Nitro を利用する Angular full-stack meta-framework。,Angular に file routing、SSR/SSG、server API を提供する。,meta-framework|typescript,catalog-reviewed
astro,Astro,,TypeScript|JavaScript,meta-framework,content-focused web framework,framework,standard,active,2021,MIT,,https://github.com/withastro/astro,https://astro.build/,islands architecture と multi-framework component を持つ content Web framework。,静的/SSR content site の client JavaScript を必要部分に限定する。,meta-framework|typescript|javascript,catalog-reviewed
blitz-js,Blitz.js,,TypeScript,meta-framework,full-stack React toolkit,framework,standard,active,2020,MIT,,https://github.com/blitz-js/blitz,https://blitzjs.com/,Next.js ecosystem に auth、RPC、code scaffolding を加える toolkit。,Rails-like full-stack productivity を React/TypeScript に持ち込む。,meta-framework|typescript,catalog-reviewed
fresh,Fresh,,TypeScript,meta-framework,Deno full-stack web framework,framework,standard,active,2022,MIT,,https://github.com/denoland/fresh,https://fresh.deno.dev/,islands architecture と zero-by-default client JS の Deno framework。,server-rendered page に必要な部分だけ hydration する。,meta-framework|typescript,catalog-reviewed
gatsby,Gatsby,,JavaScript|TypeScript,meta-framework,React data-driven site framework,framework,standard,maintenance,2015,MIT,,https://github.com/gatsbyjs/gatsby,https://www.gatsbyjs.com/,React、GraphQL data layer、plugin ecosystem の site framework。,多数 source から build-time data graph を作り static site を生成する。,meta-framework|javascript|typescript,catalog-reviewed
next-js,Next.js,,JavaScript|TypeScript,meta-framework,React full-stack framework,framework,deep,active,2016,MIT,Vercel / community,https://github.com/vercel/next.js,https://nextjs.org/,React に file-based routing、server rendering、static generation、server functions、bundling、deployment conventions を加える full-stack meta-framework。,React 単体で未決定の routing、data fetching、SSR、code splitting、build、cache、deployment を一つの production path に統合する。,react|ssr|rsc|full-stack|meta-framework,official-reviewed
nuxt,Nuxt,Nuxt.js,JavaScript|TypeScript,meta-framework,Vue full-stack framework,framework,deep,active,2016,MIT,NuxtLabs / community,https://github.com/nuxt/nuxt,https://nuxt.com/,Vue に routing、SSR/SSG、server endpoints、auto-import、modules、deployment adapters を統合する full-stack meta-framework。,Vue application の routing、server rendering、build、data fetching、SEO、deployment の定型構成を標準化する。,vue|nitro|ssr|full-stack|meta-framework,official-reviewed
qwik-city,Qwik City,,TypeScript,meta-framework,Qwik meta-framework,framework,standard,active,2022,MIT,,https://github.com/QwikDev/qwik,https://qwik.dev/docs/qwikcity/,Qwik の resumability を routing/SSR に拡張する meta-framework。,初期 hydration cost を減らした full-stack Web app を作る。,meta-framework|typescript,catalog-reviewed
redwoodjs,RedwoodJS,,TypeScript,meta-framework,full-stack React framework,framework,standard,active,2020,MIT,,https://github.com/redwoodjs/redwood,https://redwoodjs.com/,React、GraphQL、Prisma、testing/deploy conventions を統合する full-stack framework。,startup/SaaS の end-to-end application architecture を一式提供する。,meta-framework|typescript,catalog-reviewed
remix,Remix,,TypeScript|JavaScript,meta-framework,Web Standards React framework,framework,standard,active,2021,MIT,,https://github.com/remix-run/react-router,https://remix.run/,nested routes と Web platform form/request model を重視する React framework lineage。,client/server data mutation と progressive enhancement を route 単位で統合する。,meta-framework|typescript|javascript,catalog-reviewed
solidstart,SolidStart,,TypeScript,meta-framework,Solid full-stack framework,framework,standard,active,2022,MIT,,https://github.com/solidjs/solid-start,https://start.solidjs.com/,Solid の fine-grained reactivity と server rendering/router を統合。,Solid application の full-stack data/router/deploy path を提供する。,meta-framework|typescript,catalog-reviewed
sveltekit,SvelteKit,,TypeScript|JavaScript,meta-framework,Svelte full-stack framework,framework,standard,active,2020,MIT,,https://github.com/sveltejs/kit,https://svelte.dev/docs/kit,Svelte の routing、SSR、forms、server endpoints、adapters を統合。,Svelte application の production architecture を標準化する。,meta-framework|typescript|javascript,catalog-reviewed
tanstack-start,TanStack Start,,TypeScript,meta-framework,full-stack React framework,framework,standard,active,2024,MIT,,https://github.com/TanStack/router,https://tanstack.com/start/,TanStack Router を基盤に server functions と full-stack rendering を提供。,type-safe routing/data と full-stack application を統合する。,meta-framework|typescript,catalog-reviewed
net-maui,.NET MAUI,,C#,mobile-desktop,cross-platform native UI,framework,standard,active,2022,MIT,,https://github.com/dotnet/maui,https://dotnet.microsoft.com/apps/maui,.NET の Android/iOS/macOS/Windows application framework。,Xamarin.Forms の後継として単一 project で native app を構築する。,mobile-desktop|c#,catalog-reviewed
avalonia,Avalonia,,C#,mobile-desktop,cross-platform desktop UI,framework,standard,active,2013,MIT,,https://github.com/AvaloniaUI/Avalonia,https://avaloniaui.net/,XAML と独自 renderer を持つ cross-platform .NET UI framework。,WPF 型 UI development を Linux/macOS/mobile/browser に広げる。,mobile-desktop|c#,catalog-reviewed
capacitor,Capacitor,,TypeScript|Java|Swift,mobile-desktop,native runtime for Web apps,framework,standard,active,2018,MIT,,https://github.com/ionic-team/capacitor,https://capacitorjs.com/,Web application を native container/API に接続する runtime。,既存 Web codebase を iOS/Android/PWA に配布する。,mobile-desktop|typescript|java|swift,catalog-reviewed
