id,name,aliases,languages,category,subcategory,kind,maturity,status,first_release,license,organization,repository,website,summary_ja,problem_ja,tags,verification_level
github-marmelab-react-admin,react-admin,marmelab/react-admin,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,marmelab,https://github.com/marmelab/react-admin,http://marmelab.com/react-admin,"A frontend Framework for single-page applications on top of REST/GraphQL APIs, using TypeScript, React and Material Design。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,admin|admin-dashboard|admin-on-rest|admin-ui|core-framework|frontend-framework|graphql|material-ui|react|react-admin|reactjs|rest|single-page-app|topic-derived,machine-classified
github-jiangxy-react-antd-admin,react-antd-admin,jiangxy/react-antd-admin,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2016,Apache-2.0,jiangxy,https://github.com/jiangxy/react-antd-admin,http://jiangxy.github.io/react-antd-admin,用React和Ant Design搭建的一个通用管理后台。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,admin|admin-dashboard|admin-theme|admin-ui|ant|ant-design|antd|core-framework|crud|dashboard|database|database-gui|database-management|frontend-framework|react|react-router|reactjs|redux|single-page-app|topic-derived|webpack,machine-classified
github-bberak-react-native-game-engine,react-native-game-engine,bberak/react-native-game-engine,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,bberak,https://github.com/bberak/react-native-game-engine,https://github.com/bberak/react-native-game-engine,A lightweight Game Engine for React Native 🕹⚡🎮。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|game-2d|game-development|game-engine|react|react-native|topic-derived,machine-classified
github-reactiveui-reactiveui,ReactiveUI,reactiveui/ReactiveUI,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2010,MIT,reactiveui,https://github.com/reactiveui/ReactiveUI,https://www.reactiveui.net,"An advanced, composable, functional reactive model-view-viewmodel framework for all .NET platforms that is inspired by functional reactive programming. ReactiveUI allows you to  abstract mutable state away from your user interfaces, express the idea around a feature in one readable place and improve the testability of your application.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,android|core-framework|csharp|dotnet|first-timers|framework|functional-reactive-programming|hacktoberfest|ios|mvvm|reactive-extensions|reactive-programming|reactiveui|reactivex|tizen|topic-derived|uwp|winforms|wpf|xamarin|xamarin-forms,machine-classified
github-taiizor-realtaiizor,ReaLTaiizor,Taiizor/ReaLTaiizor,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MIT,Taiizor,https://github.com/Taiizor/ReaLTaiizor,https://www.vegalya.com,ReaLTaiizor is a .NET WinForms control library that offers a wide range of components and is user-friendly and design-focused.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,component|core-framework|design|design-ui|fluent|fluent-design|framework|gui|material|nuget|realtaiizor|skin|theme|themes|topic-derived|ui|ui-design|ui-library|ux|ux-library|winform|winforms,machine-classified
github-redot-engine-redot-engine,redot-engine,Redot-Engine/redot-engine,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,Redot-Engine,https://github.com/Redot-Engine/redot-engine,https://redotengine.org,Redot Engine – Multi-platform 2D and 3D game engine。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|game-development|game-engine|gamedev|godot|godotengine|multi-platform|open-source|redot|redotengine|topic-derived,machine-classified
redux,Redux,,JavaScript|TypeScript,application-framework,predictable state container,framework,standard,active,2015,MIT,,https://github.com/reduxjs/redux,https://redux.js.org/,single store、pure reducer、action の state management framework。,client state transition を predictable、serializable、testable にする。,application-framework|lineage,catalog-reviewed
github-refinedev-refine,refine,refinedev/refine,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2021,MIT,refinedev,https://github.com/refinedev/refine,https://refine.dev,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,admin|admin-ui|ant-design|core-framework|crud|developer-tools|frontend-framework|good-first-issue|graphql|hacktoberfest|headless|internal-tools|javascript|low-code|nestjs|nextjs|open-source-project|react|react-framework|react-hooks|topic-derived|typescript,machine-classified
github-reflex-dev-reflex,reflex,reflex-dev/reflex,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2022,Apache-2.0,reflex-dev,https://github.com/reflex-dev/reflex,https://reflex.dev,🕸️ Web apps in pure Python 🐍。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|dashboard|data-analysis|data-science|data-visualization|developer-tools|framework|fullstack|gui|open-source|python|topic-derived|webapp,machine-classified
github-mikependon-repodb,RepoDB,mikependon/RepoDB,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2018,Apache-2.0,mikependon,https://github.com/mikependon/RepoDB,https://repodb.net,A production-ready data access platform for .NET applications.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,bulk|bulk-operation|core-framework|csharp|dotnet|dotnet-core|hybrid-orm|mapper|mysql-orm|object-mapper|oracle-orm|orm|orm-framework|orm-library|postgresql-orm|productivity-tools|sqlite-orm|topic-derived,machine-classified
github-openrin-rin,Rin,openRin/Rin,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2024,MIT,openRin,https://github.com/openRin/Rin,https://docs.openrin.org,"🌸Publish faster with an edge-native blog powered by Cloudflare Workers, D1, and R2。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,blog|bun|bunjs|cloudflare|cloudflare-workers|core-framework|framework|react|topic-derived|web,machine-classified
github-rio-labs-rio,rio,rio-labs/rio,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2024,Apache-2.0,rio-labs,https://github.com/rio-labs/rio,https://rio.dev,"WebApps in pure Python. No JavaScript, HTML and CSS needed。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,app|core-framework|crud-application|data-analysis|data-science|data-visualization|developer-tools|framework|gui|machine-learning|python|topic-derived|web,machine-classified
riverpod,Riverpod,,Dart,application-framework,reactive state/DI framework,framework,standard,active,2020,MIT,,https://github.com/rrousselGit/riverpod,https://riverpod.dev/,compile-safe provider graph による Dart/Flutter state framework。,state、cache、dependency、async lifecycle を UI から分離する。,application-framework|dart,catalog-reviewed
github-miksus-rocketry,rocketry,Miksus/rocketry,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MIT,Miksus,https://github.com/Miksus/rocketry,https://rocketry.readthedocs.io,Modern scheduling library for Python。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,automation|automation-framework|core-framework|framework|pydantic|python|scheduler|scheduling|topic-derived,machine-classified
github-router5-router5,router5,router5/router5,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2015,MIT,router5,https://github.com/router5/router5,https://router5.js.org,Flexible and powerful universal routing solution。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|framework-agnostic|functional|javascript|react|reactive-programming|redux|router|routing|topic-derived|universal,machine-classified
github-madeleineostoja-rucksack,rucksack,madeleineostoja/rucksack,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2015,NOASSERTION,madeleineostoja,https://github.com/madeleineostoja/rucksack,https://www.rucksackcss.org,"A little bag of CSS superpowers, built on PostCSS。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|css|css-framework|postcss|postcss-plugins|responsive-typography|topic-derived,machine-classified
github-ruvnet-ruflo,ruflo,ruvnet/ruflo,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2025,MIT,ruvnet,https://github.com/ruvnet/ruflo,https://Cognitum.One,"🌊 The original agent meta-harness. Deploy intelligent multi-player swarms, coordinate autonomous workflows, and build conversational AI systems. Features adaptive memory, self-learning intelligence, RAG integration, and native Claude Code / Codex / Hermes and many more Integrated。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,agentic-ai|agentic-framework|agentic-workflow|agents|ai-agents|ai-assistant|ai-skills|autonomous-agents|claude-code|codex|core-framework|dsh-plugin|harness|mcp-server|multi-agent|multi-agent-systems|npm|skills|swarm|swarm-intelligence|topic-derived|typescript,machine-classified
github-flosse-rust-web-framework-comparison,rust-web-framework-comparison,flosse/rust-web-framework-comparison,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2015,NOASSERTION,flosse,https://github.com/flosse/rust-web-framework-comparison,https://github.com/flosse/rust-web-framework-comparison,A comparison of some web frameworks and libs written in Rust。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,blogs|comparison|core-framework|framework|libraries|rust|topic-derived|web,machine-classified
github-oxalorg-sakura,sakura,oxalorg/sakura,HTML,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,oxalorg,https://github.com/oxalorg/sakura,https://oxal.org/projects/sakura,:cherry_blossom: a minimal css framework/theme.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,classless|classless-theme|core-framework|css|css-framework|design|sakura|theme|topic-derived|web,machine-classified
github-baidu-san,san,baidu/san,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,baidu,https://github.com/baidu/san,https://baidu.github.io/san/,"A fast, portable, flexible JavaScript component framework。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,component|core-framework|framework|frontend|javascript|mvvm|san|topic-derived,machine-classified
github-in0finite-sanandreasunity,SanAndreasUnity,in0finite/SanAndreasUnity,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2018,MIT,in0finite,https://github.com/in0finite/SanAndreasUnity,https://discord.gg/p6jjud5,Open source reimplementation of GTA San Andreas game engine in Unity。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|game-engine|gta|reimplementation|topic-derived|unity3d,machine-classified
github-scalatra-scalatra,scalatra,scalatra/scalatra,Scala,application-framework,topic-derived core-framework,framework,seed,unknown,2009,NOASSERTION,scalatra,https://github.com/scalatra/scalatra,http://scalatra.org,"Tiny Scala high-performance, async web framework, inspired by Sinatra。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,atmosphere|core-framework|jetty|json|scala|scalate|sinatra|swagger|topic-derived|web-framework,machine-classified
github-seed-rs-seed,seed,seed-rs/seed,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2018,MIT,seed-rs,https://github.com/seed-rs/seed,https://github.com/seed-rs/seed,A Rust framework for creating web apps。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|frontend-framework|rust|topic-derived|wasm|wasm-bindgen|web-framework|webassembly,machine-classified
github-wkeeling-selenium-wire,selenium-wire,wkeeling/selenium-wire,Python,application-framework,topic-derived core-framework,framework,seed,archived,2018,MIT,wkeeling,https://github.com/wkeeling/selenium-wire,https://github.com/wkeeling/selenium-wire,Extends Selenium's Python bindings to give you the ability to inspect requests made by the browser.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|python|testing|testing-framework|testing-library|testing-tools|topic-derived|web-testing,machine-classified
github-semantic-org-semantic-ui,Semantic-UI,Semantic-Org/Semantic-UI,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2013,MIT,Semantic-Org,https://github.com/Semantic-Org/Semantic-UI,http://www.semantic-ui.com,Semantic is a UI component framework based around useful principles from natural language.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,button|core-framework|css-framework|dropdown|flexbox|popup|semantic|sidebar|tooltip|topic-derived|ui|ui-components,machine-classified
github-semantic-org-semantic-ui-react,Semantic-UI-React,Semantic-Org/Semantic-UI-React,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2015,MIT,Semantic-Org,https://github.com/Semantic-Org/Semantic-UI-React,https://react.semantic-ui.com,The official Semantic-UI-React integration。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,component-library|components|core-framework|frontend-components|frontend-framework|javascript-libraries|javascript-library|js-library|react|react-components|react-library|semantic-ui|topic-derived,machine-classified
github-serenity-is-serenity,Serenity,serenity-is/Serenity,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2014,MIT,serenity-is,https://github.com/serenity-is/Serenity,https://serenity.is,Business Apps Made Simple with Asp.Net Core MVC / TypeScript。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,admin-dashboard|admin-panel|aspnet|business-application|code-generation|core-framework|crud|csharp|datagrid|dotnet|full-stack|mvc|orm|serenity|serenity-is|serenity-platform|topic-derived|typescript|web-framework,machine-classified
github-serpentai-serpentai,SerpentAI,SerpentAI/SerpentAI,Python,application-framework,topic-derived core-framework,framework,seed,archived,2017,MIT,SerpentAI,https://github.com/SerpentAI/SerpentAI,http://serpent.ai,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,artificial-intelligence|computer-vision|core-framework|deep-learning|framework|machine-learning|python|topic-derived|video-games,machine-classified
github-jina-ai-serve,serve,jina-ai/serve,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2020,Apache-2.0,jina-ai,https://github.com/jina-ai/serve,https://jina.ai/serve,☁️ Build multimodal AI applications with cloud-native stack。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,cloud-native|cncf|core-framework|deep-learning|docker|fastapi|framework|generative-ai|grpc|jaeger|kubernetes|llmops|machine-learning|microservice|mlops|multimodal|neural-search|opentelemetry|orchestration|pipeline|prometheus|topic-derived,machine-classified
github-apache-shiro,shiro,apache/shiro,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2009,Apache-2.0,apache,https://github.com/apache/shiro,https://shiro.apache.org/,"Apache Shiro is a powerful and easy-to-use Java security framework that performs authentication, authorization, cryptography, and session management。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|java|library|shiro|topic-derived|web-framework,machine-classified
github-antiwork-shortest,shortest,antiwork/shortest,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2024,MIT,antiwork,https://github.com/antiwork/shortest,https://shortest.com,QA via natural language AI tests。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,anthropic|automation|chromium|core-framework|e2e-testing|e2e-tests|end-to-end-testing|javascript|nextjs|playwright|test-automation|testing|testing-framework|testing-tool|topic-derived,machine-classified
github-shuttle-hq-shuttle,shuttle,shuttle-hq/shuttle,Rust,application-framework,topic-derived core-framework,framework,seed,archived,2022,Apache-2.0,shuttle-hq,https://github.com/shuttle-hq/shuttle,https://shuttle.dev,Build & ship backends without writing any infrastructure files.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,baas|core-framework|deployment|devops|framework|paas|rust|rust-lang|topic-derived|web|web-framework,machine-classified
github-silexphp-silex,Silex,silexphp/Silex,PHP,application-framework,topic-derived core-framework,framework,seed,archived,2010,MIT,silexphp,https://github.com/silexphp/Silex,https://silex.symfony.com,[DEPRECATED -- Use Symfony instead] The PHP micro-framework based on the Symfony Components。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|framework|php|silex|symfony|topic-derived,machine-classified
github-ianstormtaylor-slate,slate,ianstormtaylor/slate,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,ianstormtaylor,https://github.com/ianstormtaylor/slate,http://slatejs.org,A completely customizable framework for building rich text editors. (Currently in beta.)。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,browser|core-framework|editor|framework|javascript|react|rich-text|slate|text-editor|topic-derived,machine-classified
github-sminghub-sming,Sming,SmingHub/Sming,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2015,LGPL-3.0,SmingHub,https://github.com/SmingHub/Sming,https://sming.readthedocs.io,Sming - powerful  open source framework simplifying the creation of embedded C++ applications.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,arduino|async|c-plus-plus|core-framework|embedded|esp32|esp8266|espressif|framework|internet-of-things|iot|microcontroller|rboot|rp2040|rp2350|sming|ssl-support|topic-derived|upnp|wifi,machine-classified
github-socketcluster-socketcluster,socketcluster,SocketCluster/socketcluster,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2013,MIT,SocketCluster,https://github.com/SocketCluster/socketcluster,https://socketcluster.io,Highly scalable realtime pub/sub and RPC framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|docker|framework|javascript|kubernetes|nodejs|pubsub|realtime|scalable|socketcluster|topic-derived|websocket|websockets,machine-classified
github-cirospaciari-socketify-py,socketify.py,cirospaciari/socketify.py,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2022,MIT,cirospaciari,https://github.com/cirospaciari/socketify.py,https://www.socketify.dev,Bringing Http/Https and WebSockets High Performance servers for PyPy3 and Python3。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,asgi|asgi-server|asyncio|commercial|core-framework|framework|http|http-server|performance|proxy-protocol|pubsub|pypy|python|python3|router|socketify|topic-derived|websocket|websocket-server|websockets|wsgi|wsgi-server,machine-classified
github-solacelabs-solace-agent-mesh,solace-agent-mesh,SolaceLabs/solace-agent-mesh,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2025,Apache-2.0,SolaceLabs,https://github.com/SolaceLabs/solace-agent-mesh,https://solacelabs.github.io/solace-agent-mesh/,"An event-driven framework designed to build and orchestrate multi-agent AI systems. It enables seamless integration of AI agents with real-world data sources and systems, facilitating complex, multi-step workflows.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,a2a|agentframework|agentic|agentic-ai|agentic-framework|agentic-workflow|agenticai|agents|ai|ai-agents|aiagentframework|aiframework|core-framework|enterprise|event-driven-architecture|framework|mcp|multi-agent|multi-agent-systems|multiagent|rag|topic-derived,machine-classified
github-opensolon-solon,solon,opensolon/solon,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2018,Apache-2.0,opensolon,https://github.com/opensolon/solon,https://solon.noear.org,"🔥 Java enterprise application development framework for full scenario: Restrained, Efficient, Open, Ecologicalll!!! 700% higher concurrency 50% memory savings Startup is 10 times faster. Packing 90% smaller; Compatible with java8 ~ java26; Supports LTS. (Replaceable spring)。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,aop-framework|core-framework|ioc-framework|java|llm|mcp-server|microservice|miro-framework|modelcontextprotocol|no-servlet|no-spring|openai|plugin|remoting|rest-api|rpc|solon|solon-cloud|topic-derived|web-framework,machine-classified
github-clockworklabs-spacetimedb,SpacetimeDB,clockworklabs/SpacetimeDB,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2023,NOASSERTION,clockworklabs,https://github.com/clockworklabs/SpacetimeDB,https://spacetimedb.com,Development at the speed of light。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|database|dataoriented|game-development|mmorpg-server|relational|relational-database|topic-derived|web-development|web-framework,machine-classified
github-sparkle-project-sparkle,Sparkle,sparkle-project/Sparkle,Objective-C,application-framework,topic-derived core-framework,framework,seed,unknown,2009,NOASSERTION,sparkle-project,https://github.com/sparkle-project/Sparkle,https://sparkle-project.org,A software update framework for macOS。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|framework|macos|software-update|topic-derived|update,machine-classified
github-panosk92-spartanengine,SpartanEngine,PanosK92/SpartanEngine,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,PanosK92,https://github.com/PanosK92/SpartanEngine,https://panoskarabelas.com,"A game engine with a fully bindless, GPU-driven renderer featuring real-time path-traced global illumination, hardware ray tracing, and a physics simulation running at 200Hz, built over 12+ years of R&D。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,atmospheric-scattering|bindless|bsdf|car-simulation|core-framework|cpp|cutting-edge|ecs|game-engine|gpu-driven|imgui|livestream|path-tracing|physx|ray-tracing|restir-gi|spartan|ssao|taa|topic-derived|vulkan|xess,machine-classified
github-picturepan2-spectre,spectre,picturepan2/spectre,CSS,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,picturepan2,https://github.com/picturepan2/spectre,https://picturepan2.github.io/spectre/,"Spectre.css - A Lightweight, Responsive and Modern CSS Framework。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|css|css-framework|flexbox|lightweight|modern|responsive-grid|spectre|topic-derived|utilities,machine-classified
github-spring-spring,spring,spring/spring,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2008,NOASSERTION,spring,https://github.com/spring/spring,https://springrts.com/,A powerful free cross-platform RTS game engine. - Report issues at https://springrts.com/mantis/。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c-plus-plus|core-framework|game-engine|lua|opengl|real-time-strategy|rts|springrts|strategy-game-engine|topic-derived,machine-classified
github-spring-projects-spring-data-mongodb,spring-data-mongodb,spring-projects/spring-data-mongodb,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2011,Apache-2.0,spring-projects,https://github.com/spring-projects/spring-data-mongodb,https://spring.io/projects/spring-data-mongodb/,Provides support to increase developer productivity in Java when using MongoDB. Uses familiar Spring concepts such as a template classes for core API usage and lightweight repository style data access.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|ddd|framework|java|mongodb|spring|spring-data|topic-derived,machine-classified
github-spring-projects-spring-data-redis,spring-data-redis,spring-projects/spring-data-redis,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2011,Apache-2.0,spring-projects,https://github.com/spring-projects/spring-data-redis,https://spring.io/projects/spring-data-redis/,"Provides support to increase developer productivity in Java when using Redis, a key-value store. Uses familiar Spring concepts such as a template classes for core API usage and lightweight repository style data access.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|ddd|framework|java|redis|spring|spring-data|topic-derived,machine-classified
github-spring-projects-spring-security,spring-security,spring-projects/spring-security,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2012,Apache-2.0,spring-projects,https://github.com/spring-projects/spring-security,http://spring.io/projects/spring-security,Spring Security。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|framework|java|security|spring|spring-framework|topic-derived,machine-classified
github-willowtreeapps-spruce-ios,spruce-ios,willowtreeapps/spruce-ios,Swift,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,willowtreeapps,https://github.com/willowtreeapps/spruce-ios,https://github.com/willowtreeapps/spruce-ios,Swift library for choreographing animations on the screen.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,animation|core-framework|design|framework|ios|library|spruce|swift|topic-derived,machine-classified
github-sqlpage-sqlpage,SQLPage,sqlpage/SQLPage,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2022,MIT,sqlpage,https://github.com/sqlpage/SQLPage,https://sql-page.com,Fast SQL-only data application builder. Automatically build a UI on top of SQL queries. 。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|database|framework|mysql|postgresql|server|serverless|sql|sqlite|topic-derived|web,machine-classified
github-stitchesjs-stitches,stitches,stitchesjs/stitches,JavaScript,application-framework,topic-derived core-framework,framework,seed,archived,2020,MIT,stitchesjs,https://github.com/stitchesjs/stitches,https://stitches.dev,"[Not Actively Maintained] CSS-in-JS with near-zero runtime, SSR, multi-variant support, and a best-in-class developer experience.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|css|css-framework|css-in-js|react|stitches|topic-derived,machine-classified
github-stride3d-stride,stride,stride3d/stride,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2018,MIT,stride3d,https://github.com/stride3d/stride,https://stride3d.net,"Stride (formerly Xenko), a free and open-source cross-platform C# game engine.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|csharp|direct3d|game-development|game-engine|gamedev|multi-platform|stride|topic-derived|vulkan|xenko,machine-classified
github-swiftuix-swiftuix,SwiftUIX,SwiftUIX/SwiftUIX,Swift,application-framework,topic-derived core-framework,framework,seed,unknown,2019,MIT,SwiftUIX,https://github.com/SwiftUIX/SwiftUIX,https://github.com/SwiftUIX/SwiftUIX,An exhaustive expansion of the standard SwiftUI library.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,attributedstring|backwards-compatibility|collection-view|core-framework|framework|ios|library|macos|performance|scroll|swift|swift-package-manager|swiftui|textview|topic-derived|visionos,machine-classified
github-swoft-cloud-swoft,swoft,swoft-cloud/swoft,PHP,application-framework,topic-derived core-framework,framework,seed,unknown,2017,Apache-2.0,swoft-cloud,https://github.com/swoft-cloud/swoft,https://swoft.org,🚀 PHP Microservice Full Coroutine Framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,annotation-framework|annotations|aop|api|core-framework|coroutine|framework|http-server|microservice|mvc|rpc|spring-cloud|springboot|swoole|tcp-server|topic-derived|websocket-server,machine-classified
github-sylar-yin-sylar,sylar,sylar-yin/sylar,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2019,NOASSERTION,sylar-yin,https://github.com/sylar-yin/sylar,http://www.sylar.top,"C++高性能分布式服务器框架,webserver,websocket server,自定义tcp_server（包含日志模块，配置模块，线程模块，协程模块，协程调度模块，io协程调度模块，hook模块，socket模块，bytearray序列化，http模块，TcpServer模块，Websocket模块，Https模块等, Smtp邮件模块, MySQL, SQLite3, ORM,Redis,Zookeeper)。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|coroutine|cpp|distribution|fiber|framework|high-performance|http-client|http-server|network|orm|sqlite3|topic-derived|websocket-client|websocket-server,machine-classified
github-sylius-sylius,Sylius,Sylius/Sylius,PHP,application-framework,topic-derived core-framework,framework,seed,unknown,2011,MIT,Sylius,https://github.com/Sylius/Sylius,https://sylius.com,Headless open-source eCommerce platform on top of PHP/Symfony/API Platform。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,api|api-ecommerce|core-framework|ecommerce|ecommerce-platform|framework|hacktoberfest|headless|headless-ecommerce|php|rest-api|restful-api|shop|shopping-cart|sylius|symfony|symfony-bundle|topic-derived,machine-classified
github-tach-org-tach,tach,tach-org/tach,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2024,MIT,tach-org,https://github.com/tach-org/tach,https://docs.gauge.sh/,"A Python tool to visualize + enforce dependencies, using modular architecture 🌎 Open source 🐍 Installable via pip 🔧 Able to be adopted incrementally - ⚡ Implemented with no runtime impact ♾️ Interoperable with your existing systems 🦀 Written in rust。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,ci|cli|code-quality|config|core-framework|dependency-management|developer-tools|devops|framework|library|monorepo|open-source|package|productivity|programming|python|rust|static-code-analysis|terminal|topic-derived,machine-classified
github-yegor256-tacit,tacit,yegor256/tacit,SCSS,application-framework,topic-derived core-framework,framework,seed,unknown,2015,MIT,yegor256,https://github.com/yegor256/tacit,https://yegor256.github.io/tacit/,"CSS framework for dummies, without a single CSS class: nicely renders properly formatted HTML5 pages。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|css|css-framework|css3|dummies|grunt|html|html5|responsive|topic-derived,machine-classified
github-tapjs-tapjs,tapjs,tapjs/tapjs,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2011,NOASSERTION,tapjs,https://github.com/tapjs/tapjs,https://node-tap.org/,Test Anything Protocol tools for node。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,assert|bdd|code-coverage|commonjs|core-framework|esm|framework|node|tap|tdd|test|testanythingprotocol|testing|topic-derived|typescript,machine-classified
